danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,202587,4,48.10395,7,1
0.578,0.257,9,-9.163,0,0.0425,0.641,0,0.179,0.457,144.286,184114,3,51.52663,7,0
0.763,0.679,3,-12.854,0,0.0438,0.015,0.916,0.0294,0.301,119.994,340000,4,33.01245,12,0
0.628,0.667,6,-6.282,1,0.0385,0.163,0,0.127,0.584,160.01,167680,4,29.05513,10,1
0.315,0.951,1,-6.56,1,0.069,2.05E-06,1.03E-05,0.0917,0.309,95.662,126213,4,27.40688,6,0
0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42E-06,0.0926,0.492,119.073,238493,4,36.07193,12,1
0.362,0.846,2,-3.623,1,0.0262,0.000294,0.00254,0.0982,0.331,78.514,218009,4,32.5464,10,0
0.721,0.836,0,-6.163,1,0.116,0.00223,0.9,0.0206,0.391,127.992,367525,4,90.72561,11,0
0.919,0.817,11,-7.954,0,0.127,0.0646,0.666,0.26,0.889,118.003,366241,3,32.05014,12,0
0.665,0.741,0,-3.694,1,0.0787,0.154,3.02E-05,0.345,0.57,144.968,156893,4,28.18204,9,1
0.188,0.139,10,-21.075,1,0.0415,0.985,0.768,0.104,0.0367,101.173,144105,4,29.05781,8,0
0.167,0.472,4,-17.75,1,0.0583,0.993,0.98,0.342,0.0443,124.247,238576,4,76.88928,9,0
0.156,0.0476,5,-15.941,1,0.0427,0.00612,0.906,0.125,0.0224,93.125,412424,4,31.2897,14,0
0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,260640,4,26.4939,13,1
0.144,0.116,11,-26.927,0,0.0641,0.623,0.913,0.0918,0.0444,58.048,176432,3,26.48721,12,0
0.428,0.859,2,-7.299,0,0.0287,6.23E-06,0.576,0.334,0.372,100.017,158200,4,25.64385,8,0
0.712,0.563,1,-7.573,1,0.071,0.0269,0,0.0776,0.299,100.093,241853,4,39.4092,9,1
0.557,0.511,8,-6.788,1,0.0291,0.254,0,0.099,0.602,156.042,230973,4,49.27996,8,1
0.336,0.354,9,-5.547,0,0.0394,0.583,0.000155,0.236,0.399,79.698,211319,4,51.95863,11,0
0.932,0.819,8,-3.484,0,0.203,0.0181,6.81E-06,0.0577,0.556,119.941,192773,4,18.66402,10,1
0.508,0.768,0,-5.653,1,0.0544,0.00125,2.90E-06,0.106,0.469,134.971,221033,4,16.57486,9,0
0.456,0.163,7,-23.139,0,0.0416,0.723,0.0242,0.156,0.723,116.364,135853,4,42.88932,7,0
0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,185194,4,32.21224,11,1
0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,203187,4,29.49773,10,1
0.187,0.988,7,-3.858,1,0.113,0.000284,0.000734,0.315,0.0576,179.452,172840,4,22.0608,8,0
0.295,0.817,7,-7.594,1,0.0429,0.0392,0.833,0.32,0.276,128.351,456440,4,86.96359,14,0
0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81,195373,4,26.39306,10,1
0.133,0.017,9,-27.781,0,0.0361,0.929,0.964,0.0727,0.0619,95.973,199423,3,49.3619,8,0
0.981,0.417,11,-10.732,0,0.134,0.0471,0.359,0.103,0.262,122.044,129384,4,30.05854,6,1
0.32,0.946,0,-0.843,1,0.074,7.75E-05,2.35E-06,0.311,0.242,174.954,310855,4,49.6454,14,0
0.422,0.641,10,-4.947,0,0.323,0.422,0,0.317,0.654,187.027,260276,3,31.37978,12,1
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4,25.47266,8,0
0.0956,0.16,0,-16.662,1,0.0329,0.0209,0.883,0.086,0.0318,80.302,327339,4,33.34555,11,0
0.724,0.963,7,-4.678,0,0.335,0.306,3.77E-05,0.175,0.31,155.942,278024,4,82.72605,11,0
0.566,0.465,2,-11.714,1,0.235,0.0555,0,0.567,0.177,143.015,224720,4,36.58369,11,1
0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4,43.94078,10,1
0.127,0.992,6,-3.65,0,0.123,1.27E-05,0.726,0.146,0.166,167.101,282413,4,72.04604,12,0
0.314,0.736,2,-12.687,0,0.0564,0.132,0.862,0.223,0.301,148.015,819660,4,31.2409,22,0
0.632,0.724,5,-9.324,0,0.0678,0.0168,4.03E-05,0.104,0.238,137.965,254867,4,25.76562,14,1
0.569,0.18,2,-20.248,1,0.0465,0.971,0.442,0.0635,0.941,97.206,181960,4,37.51551,11,0
0.18,0.013,2,-31.484,1,0.0455,0.679,0.852,0.0896,0.0392,70.404,324000,4,36.5484,14,0
0.533,0.0608,6,-30.09,1,0.0283,0.993,0.88,0.109,0.527,95.974,208000,4,101.85958,6,0
0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,230120,4,36.55509,12,1
0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,207933,4,35.24099,8,1
0.582,0.821,0,-4.861,1,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,261373,4,63.93448,11,1
0.74,0.81,8,-5.231,1,0.0755,0.0266,2.40E-05,0.0433,0.436,129.972,236640,4,30.37271,9,1
0.381,0.739,2,-6.45,1,0.0345,4.96E-05,0.613,0.0913,0.411,134.948,302720,4,38.88395,13,0
0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,38.55986,11,1
0.602,0.371,9,-11.575,0,0.0322,0.23,0,0.0887,0.211,120.01,280371,4,17.86342,16,0
0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,318413,4,25.94508,13,0
0.467,0.358,1,-10.847,1,0.0497,0.125,3.73E-05,0.111,0.166,136.02,314632,4,28.49755,13,1
0.643,0.941,5,-6.447,0,0.0433,0.00882,0.00443,0.356,0.56,137.985,201760,4,22.16097,10,0
0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,157643,4,59.46925,7,1
0.445,0.747,0,-5.857,1,0.0456,0.375,3.48E-06,0.354,0.533,135.219,164286,4,42.94123,6,0
0.544,0.787,9,-4.295,0,0.0434,0.00416,1.18E-06,0.247,0.323,118.969,294707,4,26.35212,12,0
0.978,0.477,8,-8.159,1,0.155,0.000143,0,0.133,0.196,110.002,109091,4,33.83396,6,1
0.601,0.777,7,-6.595,0,0.91,0.565,0.00257,0.199,0.583,172.319,121678,4,22.35582,3,0
0.328,0.981,1,-3.519,1,0.158,3.15E-05,0.426,0.345,0.429,120.257,171854,4,32.54122,6,0
0.503,0.709,4,-5.53,1,0.0608,0.00466,0.000206,0.0658,0.575,173.945,231360,4,22.47198,13,0
0.609,0.591,11,-8.503,1,0.0846,0.0137,1.35E-06,0.325,0.252,136.949,237828,4,33.75273,8,0
0.645,0.84,4,-5.894,1,0.0518,0.0452,0,0.327,0.805,151.94,200027,4,25.14013,9,1
0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,174853,4,53.78387,7,1
0.522,0.942,5,-5.219,0,0.0643,0.00127,0.000128,0.243,0.294,130.032,266769,4,37.87006,11,0
0.605,0.252,0,-12.482,1,0.0371,0.802,0.0455,0.0691,0.413,120.859,179480,4,28.94554,7,0
0.714,0.834,5,-5.239,1,0.0259,0.00248,0,0.298,0.652,129.971,220920,4,43.19835,9,1
0.369,0.913,1,-6.296,0,0.111,2.43E-05,0.901,0.19,0.6,152.338,244539,4,18.46898,9,0
0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440,4,42.08007,13,1
0.45,0.445,5,-12.153,0,0.0595,0.644,2.55E-06,0.124,0.812,152.148,258320,4,31.61739,8,0
0.792,0.682,0,-8.686,0,0.0468,0.000972,0.17,0.0757,0.542,125.001,344040,4,31.25607,13,0
0.227,0.827,2,-3.738,1,0.0504,0.0035,0.000129,0.658,0.177,144.694,405160,4,64.29497,18,0
0.348,0.536,5,-8.257,0,0.0454,0.0505,5.97E-05,0.121,0.0479,188.069,213884,4,41.30356,14,0
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,4,61.6095,6,1
0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4,177.13918,6,1
0.204,0.268,4,-14.946,1,0.0368,0.861,0.794,0.07,0.0454,120.038,345467,4,18.67167,16,0
0.709,0.589,8,-7.776,0,0.0433,0.0507,0,0.0585,0.58,133.922,278067,3,73.12134,9,1
0.499,0.947,4,-8.911,0,0.082,0.00438,0,0.314,0.23,97.216,233120,4,24.52141,11,0
0.593,0.781,8,-5.292,0,0.0547,0.000739,0,0.225,0.575,103.024,239853,4,21.78136,12,1
0.756,0.814,1,-2.969,0,0.0459,0.0442,3.54E-06,0.687,0.414,124.022,220547,4,33.81744,12,1
0.619,0.695,10,-4.005,0,0.206,0.336,0,0.0859,0.361,82.155,163931,4,22.48231,6,1
0.476,0.991,10,-3.458,1,0.052,0.0446,0.00574,0.128,0.453,111.03,201373,4,23.57738,7,1
0.478,0.181,11,-8.731,1,0.0327,0.975,3.37E-06,0.0795,0.279,108.346,240427,4,25.32225,12,0
0.507,0.328,4,-12.77,0,0.0306,0.911,0.858,0.105,0.208,114.769,391200,4,16.66228,21,0
0.568,0.878,7,-5.094,1,0.0933,0.0309,4.26E-06,0.213,0.725,171.723,237293,4,45.28361,9,1
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4,50.14502,8,1
0.426,0.947,4,-4.44,0,0.0669,5.29E-05,0.00356,0.349,0.302,154.994,374277,4,38.02346,18,0
0.694,0.719,7,-4.538,1,0.0484,0.00131,1.47E-05,0.0714,0.352,129.961,274147,4,32.37857,17,1
0.512,0.842,1,-5.216,0,0.0749,0.00101,0.617,0.119,0.215,130.006,227973,4,31.4204,11,0
0.523,0.53,10,-10.528,1,0.0311,0.397,0.12,0.11,0.0362,130.4,534293,4,15.02444,19,0
0.579,0.694,6,-7.277,1,0.0358,0.0119,8.11E-05,0.229,0.789,107.228,169240,4,53.59944,8,0
0.872,0.591,6,-6.952,0,0.359,0.111,0,0.144,0.696,131.982,205352,4,31.40671,10,1
0.233,0.00333,10,-22.416,1,0.0409,0.994,0.897,0.0987,0.0528,75.7,197317,1,44.18522,8,0
0.606,0.656,2,-6.85,0,0.0361,0.0187,0.00654,0.44,0.454,126.044,210606,4,37.33253,9,1
0.507,0.28,3,-10.284,1,0.0282,0.775,0.000264,0.122,0.233,139.791,318120,4,81.55273,12,0
0.665,0.69,11,-5.856,1,0.0622,0.321,0,0.107,0.677,116.018,330440,4,48.4076,12,1
0.654,0.751,8,-7.508,0,0.105,0.244,0.0179,0.167,0.568,92.774,272507,4,38.20219,9,1
0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,275080,4,36.11888,9,1
0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935,4,25.73855,10,1
0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,4,54.19415,8,1
0.419,0.983,5,-4.386,1,0.106,0.00104,0.889,0.502,0.116,174.096,298276,4,36.92053,11,0
0.601,0.777,0,-13.852,1,0.0312,0.0493,0.877,0.0842,0.966,106.124,286013,4,25.21102,13,0
0.855,0.629,1,-12.403,1,0.0366,0.0274,0,0.363,0.964,127.29,341427,4,26.01044,16,0
0.624,0.863,7,-8.142,0,0.03,3.78E-06,0.945,0.0849,0.0394,119.993,386000,4,58.49512,12,0
0.477,0.863,10,-5.506,1,0.0375,4.64E-05,0.162,0.279,0.517,150.068,286800,4,39.80639,10,0
0.543,0.787,8,-6.52,1,0.241,0.248,0,0.0778,0.343,173.702,189397,4,32.8765,11,1
0.69,0.916,2,-4.462,1,0.279,0.538,0,0.114,0.935,84.709,256907,4,46.03192,10,0
0.722,0.738,9,-6.073,0,0.247,0.328,1.47E-05,0.198,0.748,198.075,184720,4,39.09473,8,1
0.298,0.599,8,-5.624,1,0.03,0.0237,0,0.118,0.37,110.523,284971,4,26.89605,11,0
0.643,0.585,0,-6.724,1,0.0289,0.586,4.67E-06,0.278,0.561,124.935,230160,4,46.78763,7,1
0.801,0.682,10,-4.676,0,0.0498,0.0292,0,0.226,0.484,140.061,231373,4,31.33953,12,1
0.0974,0.262,0,-15.815,1,0.0421,0.572,0.948,0.125,0.078,77.729,225082,4,19.04869,13,0
0.561,0.431,8,-9.53,1,0.0444,0.0108,0.202,0.117,0.132,165.854,225867,4,23.51122,11,1
0.459,0.141,4,-20.608,0,0.035,0.879,0.931,0.225,0.0502,99.898,422786,4,23.75564,28,0
0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4,38.16009,8,1
0.698,0.524,11,-7.522,1,0.051,0.412,0,0.0844,0.31,114.922,289133,4,46.54284,11,1
0.708,0.883,5,-3.533,0,0.231,0.0071,0,0.811,0.74,81.755,229520,4,53.69496,8,0
0.498,0.988,7,-0.876,1,0.359,0.0157,1.18E-06,0.237,0.457,180.061,180000,4,16.02617,9,0
0.699,0.747,5,-3.453,1,0.0964,0.274,0,0.486,0.683,126.001,204600,4,31.32371,10,1
0.656,0.627,7,-6.627,0,0.0379,0.343,2.17E-05,0.124,0.481,99.933,167066,4,27.70091,10,1
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,45.0617,8,1
0.68,0.766,9,-4.643,0,0.0937,0.113,0,0.158,0.739,113.919,223773,4,52.45065,8,1
0.436,0.753,6,-3.72,1,0.0602,0.193,0,0.104,0.525,116.285,239280,4,31.49839,10,0
0.496,0.603,5,-11.432,1,0.0331,0.0012,2.64E-05,0.366,0.723,132.621,281131,4,50.78467,10,0
0.331,0.0219,7,-25.026,1,0.0432,0.932,0.593,0.126,0.0394,52.532,192320,3,92.86256,7,0
0.711,0.882,1,-2.772,0,0.0333,0.0171,0,0.111,0.813,119.991,196920,4,43.81508,8,1
0.803,0.648,4,-9.185,0,0.198,0.0288,0,0.0904,0.538,131.925,219552,4,29.64581,10,1
0.47,0.778,5,-5.992,1,0.037,0.0295,0.000225,0.354,0.448,152.005,252867,4,17.70398,11,1
0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4,39.84894,10,1
0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002,290760,4,30.99379,12,1
0.469,0.921,10,-6.992,1,0.0595,2.38E-05,0.000194,0.947,0.287,99.972,233520,4,91.06225,8,0
0.941,0.765,8,-11.429,0,0.578,0.171,0.52,0.113,0.139,129.997,327102,4,82.89163,14,0
0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,196133,4,27.46564,10,1
0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,225205,4,47.28898,10,1
0.82,0.599,10,-9.796,0,0.141,0.226,0.0489,0.105,0.356,137.022,265038,4,85.90542,11,1
0.748,0.871,11,-5.237,0,0.108,0.00174,0.731,0.186,0.168,128.051,356250,4,82.97561,9,0
0.457,0.933,2,-6.666,1,0.13,0.042,0.128,0.0796,0.225,129.36,171933,4,49.46268,8,0
0.825,0.757,11,-3.687,0,0.384,0.262,1.72E-06,0.0762,0.89,172.938,177733,4,39.91353,9,1
0.353,0.836,11,-5.727,0,0.0923,0.00506,0.000189,0.0771,0.501,129.075,146267,4,31.03098,8,0
0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19E-06,0.231,0.911,95.978,229720,4,22.4432,11,1
0.585,0.657,6,-7.546,1,0.0408,0.00246,0.000513,0.156,0.546,125.007,231640,4,53.59822,8,1
0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,4,29.48997,11,1
0.639,0.875,7,-5.793,1,0.0372,0.0929,0,0.296,0.892,117.028,179800,4,57.90682,7,1
0.786,0.583,0,-7.415,1,0.0393,0.0552,1.84E-06,0.326,0.229,120.024,228000,4,32.60726,7,1
0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,260537,4,30.32891,8,0
0.638,0.893,1,-3.889,1,0.0461,0.0446,1.59E-06,0.0847,0.87,92.018,192653,4,36.76559,7,1
0.555,0.959,1,-4.58,1,0.0668,2.68E-05,0.543,0.0969,0.299,102.531,225920,4,52.38093,12,0
0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,213708,4,23.46061,12,1
0.434,0.959,5,-2.016,1,0.0572,0.0176,0.0938,0.244,0.367,90.039,258907,4,23.38661,10,0
0.656,0.725,1,-4.067,1,0.0596,0.0262,0,0.0712,0.403,153.873,252827,4,47.58739,14,1
0.42,0.547,3,-11.057,0,0.0346,0.485,0,0.0881,0.292,133.907,486093,4,40.07568,20,0
0.554,0.573,1,-8.266,0,0.0662,0.404,6.11E-05,0.137,0.298,114.972,262651,4,47.88151,15,0
0.685,0.944,5,-2.793,1,0.145,0.0856,0,0.0927,0.757,124.987,235547,4,53.66984,9,1
0.703,0.642,10,-8.515,0,0.0412,0.00204,0.118,0.0782,0.356,123.162,343120,4,31.65959,14,0
0.816,0.517,8,-10.058,1,0.0523,0.608,0.304,0.144,0.564,99.988,261507,4,53.49083,9,0
0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,242573,4,30.39226,12,1
0.797,0.454,10,-7.072,1,0.0365,0.332,1.06E-06,0.258,0.568,126.059,188587,4,24.60766,10,0
0.586,0.677,1,-8.343,1,0.0294,0.043,0.0936,0.0884,0.562,144.001,262280,4,64.05929,8,1
0.32,0.621,7,-12.207,1,0.0563,0.0429,0.896,0.0802,0.319,128.025,133378,3,43.79596,5,0
0.75,0.891,9,-3.751,1,0.226,0.0246,6.24E-06,0.057,0.553,128.076,160305,4,42.00111,8,0
0.926,0.69,1,-4.327,0,0.175,0.078,0,0.228,0.387,128.952,239493,4,45.2156,13,1
0.444,0.54,0,-11.003,1,0.216,0.328,0.0127,0.08,0.287,85.304,337017,4,114.11798,9,0
0.564,0.531,3,-5.809,1,0.0287,0.376,0,0.312,0.407,146.018,226227,4,47.9962,8,1
0.735,0.677,2,-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,211440,4,33.50035,8,1
0.612,0.942,7,-4.549,1,0.0568,0.016,0,0.137,0.807,106.57,209347,4,110.43619,5,0
0.497,0.812,4,-6.296,0,0.0544,0.000153,0.00557,0.152,0.357,173.873,148965,4,66.57003,6,0
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040,4,70.34945,10,1
0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,237480,4,36.21877,15,1
0.397,0.303,1,-10.413,1,0.11,0.798,4.16E-06,0.0824,0.17,170.22,197893,3,34.53161,10,1
0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,201587,4,73.43504,6,1
0.698,0.66,0,-7.883,1,0.052,0.0226,0,0.0622,0.451,159.949,248521,4,35.30032,12,1
0.541,0.628,0,-4.682,0,0.0603,0.733,0,0.056,0.364,80.027,239333,4,29.09882,9,1
0.418,0.371,9,-12.735,0,0.0332,0.851,0.638,0.133,0.419,88.882,199240,4,36.71216,10,0
0.346,0.782,8,-8.149,1,0.0713,0.000334,1.98E-05,0.182,0.868,157.938,184640,5,37.06199,9,0
0.157,0.0114,1,-27.428,1,0.0469,0.98,0.081,0.0655,0.0304,135.001,459213,1,61.04541,23,0
0.51,0.398,8,-7.685,0,0.0284,0.362,0.00139,0.112,0.261,156.08,285507,4,42.3241,12,1
0.914,0.433,2,-12.354,0,0.385,0.000942,0.199,0.348,0.591,125.188,141876,4,60.9906,6,0
0.659,0.64,2,-6.544,1,0.0263,0.151,0.00477,0.109,0.211,96.935,179627,4,75.55912,6,1
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58E-05,0.0891,0.221,139.912,216420,4,42.87802,11,1
0.461,0.929,2,-4.888,1,0.0485,0.0247,0.683,0.377,0.5,125.004,267040,4,23.1504,14,0
0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,261427,4,21.52347,10,1
0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4,38.806,9,1
0.494,0.982,10,-4.737,0,0.084,1.93E-05,0.0109,0.315,0.504,100.045,307147,4,78.87903,16,0
0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4,31.9716,13,1
0.525,0.602,6,-15.015,1,0.0466,0.00247,0.572,0.104,0.146,80.057,339493,4,46.31089,12,0
0.561,0.89,1,-3.817,1,0.0754,0.12,0,0.265,0.423,150.036,213643,4,79.83684,8,0
0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4,46.91667,7,1
0.583,0.791,11,-4.087,1,0.0318,0.00877,0,0.0451,0.878,89.993,172893,4,38.22391,11,1
0.546,0.311,1,-10.396,1,0.0288,0.818,1.65E-05,0.107,0.246,147.464,260533,4,64.1556,11,1
0.568,0.619,1,-6.899,1,0.414,0.138,1.67E-06,0.11,0.293,170.115,254200,4,24.57756,10,1
0.256,0.918,1,-8.378,0,0.141,1.15E-05,0.862,0.218,0.0899,135.097,391747,4,20.34068,19,0
0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,4,27.13002,11,1
0.485,0.811,1,-6.844,1,0.0371,0.000441,0.266,0.108,0.24,160.088,338320,3,55.13614,16,0
0.507,0.878,2,-3.027,0,0.0328,0.0149,2.79E-05,0.227,0.431,94.473,211600,4,61.87724,7,0
0.499,0.699,4,-7.514,1,0.0702,0.175,6.12E-06,0.148,0.814,169.244,146107,4,19.09003,8,0
0.887,0.568,2,-5.853,1,0.323,0.00171,1.11E-05,0.0812,0.754,162.038,149242,4,30.04196,7,1
0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,208960,4,21.74676,12,1
0.85,0.636,7,-10.435,0,0.469,0.000175,0.927,0.0915,0.132,185.89,110262,4,31.89279,6,0
0.476,0.972,11,-3.336,1,0.156,0.000116,0,0.34,0.378,110.076,207273,4,35.46712,11,0
0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,57.90092,8,1
0.596,0.815,6,-5.668,0,0.0755,0.0111,0,0.174,0.459,165.015,206567,4,61.99116,9,1
0.482,0.905,7,-4.371,0,0.0419,0.00971,0.295,0.288,0.116,93.019,270983,4,44.46969,11,0
0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.009,179507,4,24.9373,9,1
0.805,0.745,10,-7.125,0,0.162,0.227,0.00984,0.411,0.923,99.986,212400,4,39.21752,10,0
0.38,0.568,1,-5.713,1,0.0436,0.327,0,0.0822,0.259,155.956,276400,4,23.84158,12,1
0.49,0.716,4,-6.681,1,0.0441,0.022,0.00048,0.0526,0.288,74.988,286520,4,87.68203,7,1
0.539,0.0227,7,-31.087,1,0.0566,0.96,0.896,0.118,0.626,128.882,184787,4,56.60254,8,0
0.702,0.629,1,-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967,244227,4,40.68701,11,1
0.612,0.57,11,-6.642,0,0.0347,0.279,0,0.0963,0.335,77.004,197293,4,62.64149,8,1
0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81E-06,0.07,0.656,128.022,367413,4,28.15695,15,1
0.501,0.991,7,-1.731,1,0.0996,2.46E-05,0,0.107,0.222,110.001,189858,3,59.73441,7,0
0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4,40.35901,11,1
0.816,0.582,8,-4.141,1,0.341,0.0794,5.84E-06,0.0916,0.542,160.004,136366,4,25.24618,9,1
0.653,0.618,7,-10.001,0,0.0323,0.758,0.0403,0.123,0.759,89.968,254707,4,24.83196,10,0
0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,219973,4,42.64062,12,1
0.589,0.809,3,-5.292,1,0.0376,0.231,0,0.0719,0.496,88.965,194413,4,96.05985,6,1
0.454,0.946,7,-5.049,1,0.0682,1.81E-05,0.825,0.0776,0.336,99.979,338147,4,39.02642,11,0
0.251,0.489,0,-8.04,0,0.0338,0.0206,2.27E-06,0.808,0.145,84.736,254080,3,22.01558,12,0
0.457,0.823,9,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,230733,4,46.69976,8,1
0.693,0.852,6,-7.581,1,0.0677,0.000553,0.806,0.0651,0.696,84.936,141546,4,26.8385,9,0
0.726,0.712,0,-4.68,1,0.0313,0.0175,1.07E-05,0.0826,0.961,120.003,241933,4,23.20068,14,1
0.739,0.705,10,-5.797,0,0.0414,0.01,0,0.25,0.349,128.026,221973,4,22.76154,11,1
0.68,0.84,9,-3.823,1,0.0415,0.0457,8.38E-06,0.143,0.468,104.985,213213,4,51.72899,9,1
0.537,0.596,5,-8.481,0,0.0343,0.276,0.77,0.358,0.109,140.026,375433,4,24.44485,13,0
0.722,0.252,1,-14.411,0,0.0762,0.0671,0,0.0852,0.276,79.923,238120,4,43.90055,10,1
0.198,0.33,0,-15.555,1,0.0331,0.491,0.812,0.085,0.0521,80.24,99013,1,21.84676,5,0
0.546,0.776,1,-7.359,1,0.0352,0.403,0.00633,0.193,0.888,169.847,199493,4,24.05768,11,1
0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,239613,4,33.41965,12,1
0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,4,50.39177,10,1
0.695,0.852,10,-7.087,0,0.0427,7.93E-05,0.754,0.662,0.843,99.284,465895,4,77.98267,11,0
0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.134,0.799,170.13,225920,4,47.48055,10,1
0.67,0.486,7,-13.038,1,0.0261,0.162,0.000541,0.308,0.474,94.01,234947,4,68.36061,11,0
0.663,0.83,7,-4.584,1,0.039,0.246,1.41E-06,0.285,0.866,98.022,173693,4,62.99986,5,1
0.644,0.628,0,-4.332,1,0.0314,0.000959,0.0193,0.218,0.673,120.059,146827,4,25.02061,5,0
0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,237840,4,20.96189,11,1
0.916,0.727,1,-6.556,1,0.0861,0.00214,0.000145,0.118,0.201,94.997,219707,4,74.33093,7,1
0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06E-06,0.182,0.502,158.121,232307,4,29.55435,10,1
0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,151915,4,45.66561,6,1
0.788,0.459,0,-12.01,1,0.0718,0.00564,0.775,0.0684,0.409,124.018,342581,4,36.29245,15,0
0.317,0.474,7,-6.314,0,0.0661,0.699,0,0.945,0.318,76.592,174295,4,35.96986,8,1
0.897,0.598,2,-7.164,1,0.0466,0.492,0.0014,0.0646,0.528,119.966,255253,4,31.11265,11,1
0.545,0.998,1,-2.492,1,0.198,1.22E-05,0.000104,0.106,0.406,100.193,245533,4,84.47461,9,0
0.363,0.977,11,-4.431,1,0.148,0.00137,0.00386,0.233,0.381,96.635,336671,3,23.63698,15,0
0.264,0.34,5,-15.304,0,0.0275,0.971,0.885,0.0889,0.276,78.756,442227,4,31.27765,19,0
0.519,0.96,1,-3.629,1,0.237,0.0323,0.0615,0.142,0.0985,108.514,251586,3,20.28355,12,0
0.492,0.935,9,-3.128,1,0.0683,0.000978,0,0.124,0.429,110.015,195693,4,46.36781,11,0
